movie_name,release_year,type,category,mood,ratings,poster_url
Hatim Tai,1956,Movie,Indian,High-Energy,tmdb:0.0,
Aag Aur Chingari,1994,Movie,Indian,High-Energy,tmdb:0.0,https://image.tmdb.org/t/p/w500/36ILp2cMlewdRNJUOzSthHQlb4i.jpg
The Marksman,2021,Movie,English,High-Energy,tmdb:6.9,https://image.tmdb.org/t/p/w500/6vcDalR50RWa309vBH1NLmG2rjQ.jpg
Hidalgo,2004,Movie,English,High-Energy,tmdb:6.8,https://image.tmdb.org/t/p/w500/iGzENlBPYJEFWZnye4t3nqWSSp1.jpg
Pirates of the Caribbean: At World's End,2007,Movie,English,High-Energy,tmdb:7.2,https://image.tmdb.org/t/p/w500/jGWpG4YhpQwVmjyHEGkxEkeRf0S.jpg
Panchaali,2018,Movie,Indian,High-Energy,tmdb:5.0,https://image.tmdb.org/t/p/w500/8x4TrRv0IMCYjqJbX0Yfaw63s6k.jpg
Badmaash,1998,Movie,Indian,High-Energy,tmdb:7.0,https://image.tmdb.org/t/p/w500/54cAwn4dmOuffif33qzWqiL6DoS.jpg
The New Mutants,2020,Movie,English,High-Energy,tmdb:6.2,https://image.tmdb.org/t/p/w500/wI95esQmT9F8eC1wchoRm2ua2HX.jpg
Panaah,1992,Movie,Indian,High-Energy,tmdb:0.0,https://image.tmdb.org/t/p/w500/aMtnblHwGUwXcGHPaD2Tb2IWtLF.jpg
Dark Phoenix,2019,Movie,English,High-Energy,tmdb:6.0,https://image.tmdb.org/t/p/w500/kZv92eTc0Gg3mKxqjjDAM73z9cy.jpg
Chori Chori,1972,Movie,Indian,High-Energy,tmdb:0.0,https://image.tmdb.org/t/p/w500/2ATg1bVX0ilund4afp9UPsXpPBP.jpg
Kate,2021,Movie,English,High-Energy,tmdb:6.7,https://image.tmdb.org/t/p/w500/uJgdT1boTSP0dDIjdTgGleg71l4.jpg
Ant-Man,2015,Movie,English,High-Energy,tmdb:7.1,https://image.tmdb.org/t/p/w500/cj2gWN7TdH1iUG6pUQyqv9N2AXc.jpg
Bhavani Junction,1985,Movie,Indian,High-Energy,tmdb:0.0,https://image.tmdb.org/t/p/w500/93gtPAxIVGPUaUuKVo4foI6iBqY.jpg
The Librarian: Quest for the Spear,2004,Movie,English,High-Energy,tmdb:6.2,https://image.tmdb.org/t/p/w500/hGF0kp0nJqmcQzywSCjkt6eykE4.jpg
Kal Ki Awaz,1992,Movie,Indian,High-Energy,tmdb:3.0,https://image.tmdb.org/t/p/w500/n4EFy4dV8Sh9GH1wxbaI1YqQT6T.jpg
Young Guns II,1990,Movie,English,High-Energy,tmdb:6.5,https://image.tmdb.org/t/p/w500/yHBkZP64e4TeNvJ56xydJDQjqD3.jpg
Khakee,2004,Movie,Indian,High-Energy,tmdb:6.4,https://image.tmdb.org/t/p/w500/dMsqwWFl51t8jXR0tWzjEuO8H4l.jpg
Phool Aur Aag,1999,Movie,Indian,High-Energy,tmdb:10.0,https://image.tmdb.org/t/p/w500/lQAP8DT95xUhDsstaIl4PjT1NeN.jpg
Salaami,1994,Movie,Indian,High-Energy,tmdb:0.0,https://image.tmdb.org/t/p/w500/hrSB3IK37BkJobaky7rsBxBfAR9.jpg
Congo,1995,Movie,English,High-Energy,tmdb:5.5,https://image.tmdb.org/t/p/w500/hPNSToNIIpRO6y5Rh973leqQqNr.jpg
Doctor Who: The Runaway Bride,2006,Movie,English,High-Energy,tmdb:7.7,https://image.tmdb.org/t/p/w500/gkTCC4VLv8jATM3kouAUK3EaoGd.jpg
Godzilla 2000: Millennium,1999,Movie,Japanese,High-Energy,tmdb:6.9,https://image.tmdb.org/t/p/w500/aER55kapaLqHbrdfqebuVCORnpi.jpg
Adventures of Tarzan,1985,Movie,Indian,High-Energy,tmdb:0.0,https://image.tmdb.org/t/p/w500/hFrripxz3ynrWLzkXtPStnwOmnx.jpg
Alibaba Marjinaa,1977,Movie,Indian,High-Energy,tmdb:0.0,https://image.tmdb.org/t/p/w500/kqKyxpq5ZAzjHDi1gSN4lYWIUop.jpg
Avalon,2001,Movie,English,High-Energy,tmdb:6.6,https://image.tmdb.org/t/p/w500/xm8byLTLqscSae3vFJDDggNeH1j.jpg
Aaj Ke Angaarey,1988,Movie,Indian,High-Energy,tmdb:0.0,https://image.tmdb.org/t/p/w500/wGJRXUbMMk6iqgGni7X17dDQYKk.jpg
Teen Wolf: The Movie,2023,Movie,English,High-Energy,tmdb:7.8,https://image.tmdb.org/t/p/w500/wAkpPm3wcHRqZl8XjUI3Y2chYq2.jpg
Police Officer,1992,Movie,Indian,High-Energy,tmdb:2.5,https://image.tmdb.org/t/p/w500/j91CnZnYdb192FiDU9AnTFv1YT8.jpg
Dil Ek Mandir,1963,Movie,Indian,High-Energy,tmdb:0.0,https://image.tmdb.org/t/p/w500/7n35zwO2YT4MzTp6kq0g7ioMFQr.jpg
Made in India,2022,Movie,Indian,High-Energy,tmdb:0.0,https://image.tmdb.org/t/p/w500/z2VpXuzVg1862YltxNNumyhPgR9.jpg
Meraa Dost Meraa Dushman,1984,Movie,Indian,High-Energy,tmdb:0.0,https://image.tmdb.org/t/p/w500/o2mRDV1Y0XNeU5gJyxc2XG54tkv.jpg
The Marine 4: Moving Target,2015,Movie,English,High-Energy,tmdb:6.4,https://image.tmdb.org/t/p/w500/qpOV33E2JARGqWsdicAh7BZAmya.jpg
Zack Snyder's Justice League,2021,Movie,English,High-Energy,tmdb:8.2,https://image.tmdb.org/t/p/w500/tnAuB8q5vv7Ax9UAEje5Xi4BXik.jpg
Commando - A One Man Army,2013,Movie,Indian,High-Energy,tmdb:6.1,https://image.tmdb.org/t/p/w500/atBgLfwxFERXExObsqK1jFoCTZ.jpg
The War of the Worlds,1953,Movie,English,High-Energy,tmdb:6.8,https://image.tmdb.org/t/p/w500/gzc75Za4ArqfXIIr7STNnIE5rnA.jpg
Pathfinder,2007,Movie,English,High-Energy,tmdb:5.6,https://image.tmdb.org/t/p/w500/mME7efKNTU7jzXTgFkI1t0aQUiz.jpg
Cyborg,1989,Movie,English,High-Energy,tmdb:5.6,https://image.tmdb.org/t/p/w500/nOspcG8HP6KPdMvzezavRbzYCEw.jpg
X2,2003,Movie,English,High-Energy,tmdb:7.0,https://image.tmdb.org/t/p/w500/rtrd4qieMAhoUshu83Vi1GazM1O.jpg
Captain America: Civil War,2016,Movie,English,High-Energy,tmdb:7.4,https://image.tmdb.org/t/p/w500/rAGiXaUfPzY7CDEyNKUofk3Kw2e.jpg
Suicide Squad,2016,Movie,English,High-Energy,tmdb:5.9,https://image.tmdb.org/t/p/w500/xFw9RXKZDvevAGocgBK0zteto4U.jpg
Tombstone,1993,Movie,English,High-Energy,tmdb:7.6,https://image.tmdb.org/t/p/w500/f6Lb4bpUW2AJW42Hpnix2533RKU.jpg
Koyla,1997,Movie,Indian,High-Energy,tmdb:6.7,https://image.tmdb.org/t/p/w500/rP12AzvscPo6WfKdrkw1Nfv2KrK.jpg
Rohingya,2021,Movie,Indian,High-Energy,tmdb:6.0,https://image.tmdb.org/t/p/w500/mobBTkJ6dvDWiyNwVTXl946mG3p.jpg
Tarzan Comes to Delhi,1965,Movie,Indian,High-Energy,tmdb:0.0,https://image.tmdb.org/t/p/w500/xEfQ8l9DBA7icEhvANiiMKyF7Qp.jpg
Conquest of the Planet of the Apes,1972,Movie,English,High-Energy,tmdb:6.1,https://image.tmdb.org/t/p/w500/tzKZRY2opw5MruSkevffgT5ocun.jpg
The Man with the Iron Fists 2,2015,Movie,English,High-Energy,tmdb:5.6,https://image.tmdb.org/t/p/w500/n1U7x2OMsyI28auLY3U9XB3udl7.jpg
Aaj Ke Sholey,1985,Movie,Indian,High-Energy,tmdb:8.5,https://image.tmdb.org/t/p/w500/A7a78ROybFePq4Xx1FXNXuK7NC3.jpg
Parallels,2015,Movie,English,High-Energy,tmdb:6.1,https://image.tmdb.org/t/p/w500/fqUallsX9KSSey1tw7AbujlOmOa.jpg
Chakradhaar,2012,Movie,Indian,High-Energy,tmdb:6.0,https://image.tmdb.org/t/p/w500/5XhiltI5eEyxHGWw8pWPTe8r1lI.jpg
Dredd,2012,Movie,English,High-Energy,tmdb:6.8,https://image.tmdb.org/t/p/w500/wLx65gtGVnUFCxceHWGszcruCZj.jpg
The Great Silence,1968,Movie,English,High-Energy,tmdb:7.5,https://image.tmdb.org/t/p/w500/3kpxS7SZMyYSXvhDnmxQXOOxiTM.jpg
Jung,2000,Movie,Indian,High-Energy,tmdb:4.8,https://image.tmdb.org/t/p/w500/nNNUkYlTjngVYM25N1O8o7abyIZ.jpg
In a Valley of Violence,2016,Movie,English,High-Energy,tmdb:6.1,https://image.tmdb.org/t/p/w500/j8XBfRFShrYzyp04NW9dSIL6Zm8.jpg
The Matrix Resurrections,2021,Movie,English,High-Energy,tmdb:6.5,https://image.tmdb.org/t/p/w500/8c4a8kE7PizaGQQnditMmI1xbRp.jpg
Hum Se Hai Zamana,1983,Movie,Indian,High-Energy,tmdb:4.0,https://image.tmdb.org/t/p/w500/6a2MYAYw5eK7SsFTLChyJroLtT1.jpg
Ready Player One,2018,Movie,English,High-Energy,tmdb:7.6,https://image.tmdb.org/t/p/w500/pU1ULUq8D3iRxl1fdX2lZIzdHuI.jpg
Spider-Man,2002,Movie,English,High-Energy,tmdb:7.3,https://image.tmdb.org/t/p/w500/gh4cZbhZxyTbgxQPxD0dOudNPTn.jpg
Guardians of the Galaxy,2014,Movie,English,High-Energy,tmdb:7.9,https://image.tmdb.org/t/p/w500/r7vmZjiyZw9rpJMQJdXpjgiCOk9.jpg
Rampage,2018,Movie,English,High-Energy,tmdb:6.4,https://image.tmdb.org/t/p/w500/MGADip4thVSErP34FAAfzFBTZ5.jpg
Mighty Morphin Power Rangers: The Movie,1995,Movie,English,High-Energy,tmdb:5.8,https://image.tmdb.org/t/p/w500/pcLbHqs80dchv0byHivhdwHKEup.jpg
X-Men: First Class,2011,Movie,English,High-Energy,tmdb:7.3,https://image.tmdb.org/t/p/w500/vUvlOY575rztBuJV3a0dbHW5MQR.jpg
The Predator,2018,Movie,English,High-Energy,tmdb:5.6,https://image.tmdb.org/t/p/w500/wMq9kQXTeQCHUZOG4fAe5cAxyUA.jpg
Panch Ratan,1965,Movie,Indian,High-Energy,tmdb:0.0,https://image.tmdb.org/t/p/w500/vloQ6rmVte1GqnQcN8JEkOy4c7q.jpg
Inkaar,2013,Movie,Indian,High-Energy,tmdb:5.5,https://image.tmdb.org/t/p/w500/nUKuIHr739jjBfqTmCO1HH94gCt.jpg
Veer,1995,Movie,Indian,High-Energy,tmdb:0.0,https://image.tmdb.org/t/p/w500/7E2ljyChT9SEW2YPSIj6uDEZevn.jpg
Agent Vinod,1977,Movie,Indian,High-Energy,tmdb:0.0,https://image.tmdb.org/t/p/w500/cTmhzD8xUZbqsYSOyJFOOTJNQZj.jpg
Auzaar,1997,Movie,Indian,High-Energy,tmdb:6.6,https://image.tmdb.org/t/p/w500/6lchKwXaCNNzOr0sWorkww3yIZq.jpg
Mad Max Beyond Thunderdome,1985,Movie,English,High-Energy,tmdb:6.2,https://image.tmdb.org/t/p/w500/jJlxcEVVUHnrUeEkQ0077VeHQpb.jpg
Sindoor Ki Saugandh,2002,Movie,Indian,High-Energy,tmdb:0.0,
The Legend of Zorro,2005,Movie,English,High-Energy,tmdb:6.1,https://image.tmdb.org/t/p/w500/duZDsuIA2uX93Vujtm89oHeTFqE.jpg
Primal,2019,Movie,English,High-Energy,tmdb:5.7,https://image.tmdb.org/t/p/w500/v0Air5GTsfgtjsnZyji2lH6r2b8.jpg
Kaala Sona,1975,Movie,Indian,High-Energy,tmdb:0.0,https://image.tmdb.org/t/p/w500/rCz5Vmt29DCeOvWAiPobolSE5dK.jpg
Power Rangers,2017,Movie,English,High-Energy,tmdb:6.3,https://image.tmdb.org/t/p/w500/iRAZIEgfB9N0BObV0QI61Nxh92h.jpg
Ink,2009,Movie,English,High-Energy,tmdb:6.4,https://image.tmdb.org/t/p/w500/9vYyX7c8gZtxuqd6SiRukRb4gRd.jpg
Chinese Zodiac,2012,Movie,English,High-Energy,tmdb:6.2,https://image.tmdb.org/t/p/w500/1hTpptSqKEAXnLVDPoLL1tyFojd.jpg
Naach Govinda Naach,1992,Movie,Indian,High-Energy,tmdb:0.0,https://image.tmdb.org/t/p/w500/mlLfvqtYqi1AyBVOsFXIPtBOgCA.jpg
X-Men,2000,Movie,English,High-Energy,tmdb:7.0,https://image.tmdb.org/t/p/w500/bRDAc4GogyS9ci3ow7UnInOcriN.jpg
Lionheart,1990,Movie,English,High-Energy,tmdb:6.5,https://image.tmdb.org/t/p/w500/cH3ImNnkNirVG8x8yNlZaH8TQL2.jpg
Fighting,2009,Movie,English,High-Energy,tmdb:5.9,https://image.tmdb.org/t/p/w500/xP1uogi5Gjnf6ybSN10lyDpqDlW.jpg
Batman Returns,1992,Movie,English,High-Energy,tmdb:6.9,https://image.tmdb.org/t/p/w500/jKBjeXM7iBBV9UkUcOXx3m7FSHY.jpg
Marvel One-Shot: Item 47,2012,Movie,English,High-Energy,tmdb:6.5,https://image.tmdb.org/t/p/w500/rfxvoRoZtBLUXJqLf8z9kgJWkKt.jpg
Ek Hi Raasta,1993,Movie,Indian,High-Energy,tmdb:4.0,https://image.tmdb.org/t/p/w500/iJl31wwlTOYIWqVQsaXiQdtAaAN.jpg
Chaos Walking,2021,Movie,English,High-Energy,tmdb:6.7,https://image.tmdb.org/t/p/w500/xAYGdGBGptNkisXRpmhZSry6SPF.jpg
Zakhmi Aurat,1988,Movie,Indian,High-Energy,tmdb:5.0,https://image.tmdb.org/t/p/w500/3ToLWg2oQdN91A6uK5miRxLUCP2.jpg
Blown Away,1994,Movie,English,High-Energy,tmdb:6.1,https://image.tmdb.org/t/p/w500/lszv2OiImvhzcTtfxDaNiHhTK7J.jpg
Assassination Games,2011,Movie,English,High-Energy,tmdb:6.2,https://image.tmdb.org/t/p/w500/quJ0kXiQmP7rOg1m6WGmallQiJQ.jpg
Total Recall,1990,Movie,English,High-Energy,tmdb:7.3,https://image.tmdb.org/t/p/w500/wVbeL6fkbTKSmNfalj4VoAUUqJv.jpg
Pirates of the Caribbean: On Stranger Tides,2011,Movie,English,High-Energy,tmdb:6.5,https://image.tmdb.org/t/p/w500/keGfSvCmYj7CvdRx36OdVrAEibE.jpg
The Scorpion King,2002,Movie,English,High-Energy,tmdb:5.6,https://image.tmdb.org/t/p/w500/aITIsX20tACn6jgtyDcCYpRT216.jpg
The Gold-Laden Sheep and The Sacred Mountain,2018,Movie,Indian,Mind-Expanding,tmdb:8.3,https://image.tmdb.org/t/p/w500/vxHUGtN98nD0dqljeX1l1KrJrH9.jpg
Neecha Nagar,1946,Movie,Indian,Mind-Expanding,tmdb:5.7,https://image.tmdb.org/t/p/w500/AvqVuC1UhpWgsX9yi0SkcbAWvpb.jpg
Chhota Bheem: Bheem vs Aliens,2010,Movie,Indian,Mind-Expanding,tmdb:7.0,
Geek Out,2013,Movie,Indian,Mind-Expanding,tmdb:10.0,https://image.tmdb.org/t/p/w500/f8Ntxc13SGPbpU8hAVOiXX1EzIf.jpg
From the Shadows,2016,Movie,Indian,Mind-Expanding,tmdb:0.0,https://image.tmdb.org/t/p/w500/l1fd2u3Xpw0veoJrDhsloQkeM1r.jpg
#Cafe2022,2021,Movie,Indian,Mind-Expanding,tmdb:0.0,https://image.tmdb.org/t/p/w500/aC6u39xBdZxNOccQGl6KcQJkFk5.jpg
Please Mind the Gap,2018,Movie,Indian,Mind-Expanding,tmdb:0.0,https://image.tmdb.org/t/p/w500/rHJI2zE8LvrPkIsrbisW7OKUs3e.jpg
Jaan Ki Baazi,1985,Movie,Indian,Mind-Expanding,tmdb:10.0,https://image.tmdb.org/t/p/w500/ihXHz7tYLMzvNMxdfNa2CcMuX4s.jpg
A Mercedes for Ashish,2006,Movie,Indian,Mind-Expanding,tmdb:0.0,https://image.tmdb.org/t/p/w500/q5JDB9aqmJVrdplR93QuBbf8tSL.jpg
The Seventh Walk,2013,Movie,Indian,Mind-Expanding,tmdb:6.8,https://image.tmdb.org/t/p/w500/jNhDP2G5fV3awmIZgVLgBmpb3SL.jpg
The Golden Bird,2011,Movie,Indian,Mind-Expanding,tmdb:5.0,https://image.tmdb.org/t/p/w500/aCKmsKRxnaRkyaz6TPFJumb4fc3.jpg
Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer,2011,Movie,English,Mind-Expanding,tmdb:6.9,https://image.tmdb.org/t/p/w500/njrOqsmFH4pxBrhcoslqLfw2OGk.jpg
Monsters of Man,2020,Movie,English,Mind-Expanding,tmdb:6.5,https://image.tmdb.org/t/p/w500/1f3qspv64L5FXrRy0MF8X92ieuw.jpg
Moonfall,2022,Movie,English,Mind-Expanding,tmdb:6.4,https://image.tmdb.org/t/p/w500/odVv1sqVs0KxBXiA8bhIBlPgalx.jpg
Prospect,2018,Movie,English,Mind-Expanding,tmdb:6.2,https://image.tmdb.org/t/p/w500/1HpAwszXLsD8GeypDzK0me7fPFA.jpg
Big Ass Spider!,2013,Movie,English,Mind-Expanding,tmdb:5.7,https://image.tmdb.org/t/p/w500/uW4ayPN4B1mjrwb3OURRy0m9Hh7.jpg
