book_name,writer_name,type,category,mood,cover_url
The Upheaval,Jared Diamond,Book,Indian,High-Energy,"https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1544735124i/41716904.jpg"
টুকুনজিল,মুহম্মদ জাফর ইকবাল,Book,Bengali,Mind-Expanding,"https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1345734049i/15844597.jpg"
ফিহা সমীকরণ,হুমায়ূন আহমেদ,Book,Bengali,Mind-Expanding,"https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1699557999i/18132620.jpg"
শূন্য,হুমায়ূন আহমেদ,Book,Bengali,Mind-Expanding,"https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1373384489i/18172206.jpg"
ওমেগা পয়েন্ট,হুমায়ূন আহমেদ,Book,Bengali,Mind-Expanding,"https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1360749407i/17371146.jpg"
অনন্ত নক্ষত্র বিথী,হুমায়ূন আহমেদ,Book,Bengali,Mind-Expanding,"https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1356522735i/17182756.jpg"
Stranger in a Strange Land,Robert A. Heinlein,Book,English,Mind-Expanding,"https://upload.wikimedia.org/wikipedia/commons/3/3f/Stranger_in_a_Strange_Land_%281961%29_front_cover%2C_first_edition.jpg"
1984,George Orwell,Book,English,Mind-Expanding,"https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1327144697i/3744438.jpg"
Fahrenheit 451,Ray Bradbury,Book,English,Mind-Expanding,"https://upload.wikimedia.org/wikipedia/en/d/db/Fahrenheit_451_1st_ed_cover."jpg"
Brave New World,Aldous Huxley,Book,English,Mind-Expanding,"https://upload.wikimedia.org/wikipedia/en/6/62/BraveNewWorld_FirstEdition.jpg"
The Martian,Andy Weir,Book,English,Mind-Expanding,"https://upload.wikimedia.org/wikipedia/commons/7/71/The_Martian_%28Weir_novel%29.jpg"
All You Need Is Kill,Hiroshi Sakurazaka,Book,Japanese,Mind-Expanding,"https://upload.wikimedia.org/wikipedia/en/0/05/All_You_Need_Is_Kill.jpg"
The Stories of Ibis,Hiroshi Yamamoto,Book,Japanese,Mind-Expanding,"https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1348189898i/6949682.jpg"
Harmony,Whitney Hanson,Book,Japanese,Mind-Expanding,"https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1684408362i/157112949.jpg"
Shinsekai Yori,Yusuke Kishi,Book,Japanese,Mind-Expanding,"https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1356897905i/7171561.jpg"
Orbital Cloud,Taiyo Fujii,Book,Japanese,Mind-Expanding,"https://m.media-amazon.com/images/I/71uEn1oreAL.jpg_BO30,255,255,255_UF750,750_SR1910,1000,0,C_QL100_.jpg"
Clone,Aaron Ginsburg,Book,Indian,Mind-Expanding,"https://m.media-amazon.com/images/I/51NWfT-cLiL._UF894,1000_QL80_.jpg"
Ambiguity Machine and Other Stories,Vandana Singh,Book,Indian,Mind-Expanding,"https://m.media-amazon.com/images/I/81rEImBGInL._AC_UF1000,1000_QL80_.jpg"
Meru,S.B. Divya,Book,Indian,Mind-Expanding,"https://m.media-amazon.com/images/I/91UvzkcmlEL._AC_UF1000,1000_QL80_.jpg"
Harvest,Jim Crace,Book,Indian,Mind-Expanding,"https://images-eu.ssl-images-amazon.com/images/I/91uzpBVPonL._AC_UL210_SR210,210_.jpg"
The Gollancz,Tarun K. Saint,Book,Indian,Mind-Expanding,"https://m.media-amazon.com/images/I/81mvkDFokAL._AC_UF1000,1000_QL80_.jpg"


